ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
168,Arranged,19,Male,Graduate,Same,Muslim,Yes,Rural,Yes,Low,No,5,Low,14,Yes,No,No,0,1,0,1,2,2,2,1,0,1,1,0,0
169,Arranged,22,Male,PhD,Same,Christian,Yes,Urban,Yes,Medium,No,4,Middle,16,Yes,No,No,0,1,1,1,0,2,2,2,0,2,1,0,0
170,Arranged,20,Female,Graduate,Same,Muslim,Yes,Urban,Yes,Low,No,4,Middle,16,Yes,No,Yes,0,0,0,1,2,2,2,1,0,2,1,0,1
171,Love,38,Male,School,Same,Hindu,No,Rural,No,Medium,No,5,Low,32,No,No,No,1,1,3,1,1,0,0,2,0,1,0,0,0
172,Arranged,33,Male,School,Different,Sikh,Yes,Rural,No,High,No,5,Middle,48,Yes,No,No,0,1,3,0,4,2,0,0,0,2,1,0,0
173,Arranged,22,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Low,7,Yes,No,No,0,1,0,1,1,2,0,2,0,1,1,0,0
174,Love,27,Male,Graduate,Different,Hindu,Yes,Rural,No,Medium,Yes,2,Middle,39,Yes,No,No,1,1,0,0,1,2,0,2,1,2,1,0,0
175,Love,22,Male,School,Same,Hindu,Yes,Urban,No,High,No,5,Low,12,No,No,No,1,1,3,1,1,2,0,0,0,1,0,0,0
176,Arranged,20,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,0,Middle,40,Yes,Yes,Yes,0,0,3,1,1,2,0,2,0,2,1,1,1
177,Arranged,19,Male,School,Same,Christian,Yes,Urban,Yes,High,No,5,Middle,23,Yes,Yes,No,0,1,3,1,0,2,2,0,0,2,1,1,0
178,Love,28,Male,PhD,Different,Hindu,Yes,Urban,Yes,Low,No,2,Low,34,Yes,No,No,1,1,1,0,1,2,2,1,0,1,1,0,0
179,Arranged,18,Male,PhD,Same,Muslim,Yes,Rural,No,Medium,No,3,Low,24,No,Yes,No,0,1,1,1,2,2,0,2,0,1,0,1,0
180,Arranged,34,Female,School,Different,Hindu,Partial,Rural,Not Disclosed,High,No,0,Low,49,No,No,Yes,0,0,3,0,1,1,1,0,0,1,0,0,1
181,Arranged,31,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,3,Middle,39,No,No,No,0,0,0,1,1,1,0,2,0,2,0,0,0
182,Love,36,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,4,Low,17,No,No,No,1,1,2,1,1,2,2,0,0,1,0,0,0
183,Arranged,29,Male,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,25,Yes,No,No,0,1,2,1,1,2,0,2,0,2,1,0,0
184,Arranged,38,Male,School,Same,Hindu,Yes,Rural,No,High,No,5,High,15,No,No,No,0,1,3,1,1,2,0,0,0,0,0,0,0
185,Arranged,26,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,Medium,No,4,High,45,No,Yes,No,0,0,2,1,2,2,2,2,0,0,0,1,0
186,Love,36,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,6,No,No,No,1,1,0,1,1,2,0,2,0,1,0,0,0
187,Love,36,Male,Graduate,Same,Muslim,Yes,Rural,No,Low,No,0,Middle,18,Yes,No,No,1,1,0,1,2,2,0,1,0,2,1,0,0
188,Arranged,22,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,5,High,10,Yes,No,No,0,0,3,1,1,2,2,2,0,0,1,0,0
189,Arranged,37,Female,School,Same,Hindu,Partial,Urban,Yes,Low,No,1,Middle,47,Yes,Yes,No,0,0,3,1,1,1,2,1,0,2,1,1,0
190,Love,31,Male,Graduate,Different,Christian,Yes,Rural,Yes,High,Yes,1,Middle,36,No,Yes,Yes,1,1,0,0,0,2,2,0,1,2,0,1,1
191,Arranged,19,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,9,Yes,No,No,0,1,3,1,1,2,0,2,0,2,1,0,0
192,Arranged,24,Male,School,Different,Muslim,Yes,Urban,No,High,No,5,Low,49,No,No,No,0,1,3,0,2,2,0,0,0,1,0,0,0
193,Arranged,24,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Low,23,No,No,No,0,1,0,1,1,2,0,0,0,1,0,0,0
194,Love,30,Male,School,Different,Hindu,Yes,Rural,Not Disclosed,Low,No,1,Middle,3,Yes,No,No,1,1,3,0,1,2,1,1,0,2,1,0,0
195,Arranged,22,Male,School,Same,Hindu,Partial,Rural,No,Medium,No,0,Middle,24,No,No,Yes,0,1,3,1,1,1,0,2,0,2,0,0,1
196,Love,35,Female,Postgraduate,Same,Christian,Yes,Urban,No,Low,No,4,High,42,Yes,No,No,1,0,2,1,0,2,0,1,0,0,1,0,0
197,Love,22,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,12,No,No,No,1,0,0,1,1,2,0,2,0,1,0,0,0
198,Love,39,Male,Graduate,Different,Hindu,Partial,Rural,No,High,No,5,Low,39,Yes,No,No,1,1,0,0,1,1,0,0,0,1,1,0,0
199,Love,25,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,5,Middle,34,Yes,No,No,1,0,0,1,1,2,0,2,1,2,1,0,0
200,Love,21,Female,School,Different,Hindu,Yes,Rural,No,Low,No,3,Middle,22,Yes,No,No,1,0,3,0,1,2,0,1,0,2,1,0,0
201,Love,23,Female,Graduate,Same,Muslim,Yes,Urban,Yes,High,No,5,Low,35,No,No,Yes,1,0,0,1,2,2,2,0,0,1,0,0,1
202,Arranged,21,Male,Postgraduate,Same,Hindu,Partial,Urban,Not Disclosed,Low,No,2,High,21,Yes,No,Yes,0,1,2,1,1,1,1,1,0,0,1,0,1
203,Love,25,Female,Graduate,Same,Hindu,No,Rural,No,Medium,No,4,Low,48,Yes,No,No,1,0,0,1,1,0,0,2,0,1,1,0,0
204,Arranged,32,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,High,12,No,Yes,No,0,0,2,1,1,2,0,2,0,0,0,1,0
205,Love,26,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,Yes,3,Middle,11,Yes,No,No,1,1,2,0,1,2,0,2,1,2,1,0,0
206,Love,29,Male,Graduate,Different,Hindu,Yes,Urban,No,Low,No,0,Middle,6,No,No,No,1,1,0,0,1,2,0,1,0,2,0,0,0
207,Arranged,23,Female,School,Same,Hindu,No,Urban,No,Medium,No,1,Middle,33,Yes,No,No,0,0,3,1,1,0,0,2,0,2,1,0,0
208,Arranged,25,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,1,No,No,No,0,1,0,1,1,2,0,0,0,2,0,0,0
209,Arranged,24,Male,Postgraduate,Same,Christian,No,Urban,Yes,High,No,5,High,16,Yes,No,No,0,1,2,1,0,0,2,0,0,0,1,0,0
210,Arranged,19,Male,PhD,Same,Hindu,Yes,Urban,No,High,No,3,High,44,No,Yes,No,0,1,1,1,1,2,0,0,0,0,0,1,0
211,Arranged,29,Female,PhD,Different,Muslim,Yes,Urban,No,Low,No,2,High,48,No,No,No,0,0,1,0,2,2,0,1,0,0,0,0,0
212,Arranged,21,Female,Graduate,Different,Hindu,Yes,Rural,No,Low,No,2,Middle,2,No,No,Yes,0,0,0,0,1,2,0,1,0,2,0,0,1
213,Love,37,Female,School,Same,Christian,Yes,Urban,No,High,Yes,1,Middle,48,No,No,No,1,0,3,1,0,2,0,0,1,2,0,0,0
214,Love,28,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,High,17,No,Yes,No,1,1,2,1,1,2,2,2,0,0,0,1,0
215,Arranged,28,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,High,No,5,High,47,Yes,No,No,0,1,2,1,1,2,2,0,0,0,1,0,0
216,Arranged,24,Female,School,Different,Christian,Partial,Urban,Not Disclosed,Low,Yes,3,High,43,Yes,No,Yes,0,0,3,0,0,1,1,1,1,0,1,0,1
217,Arranged,21,Female,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,Yes,4,Low,48,No,No,No,0,0,2,1,2,2,0,2,1,1,0,0,0
218,Love,26,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,30,Yes,No,Yes,1,0,3,1,1,2,2,2,0,2,1,0,1
219,Arranged,18,Female,Postgraduate,Same,Christian,Yes,Rural,No,High,No,1,Middle,31,Yes,No,No,0,0,2,1,0,2,0,0,0,2,1,0,0
220,Arranged,25,Male,PhD,Same,Hindu,Yes,Rural,No,Low,No,0,Low,25,Yes,Yes,No,0,1,1,1,1,2,0,1,0,1,1,1,0
221,Arranged,23,Female,PhD,Same,Others,Yes,Rural,Not Disclosed,Medium,No,5,High,42,Yes,No,No,0,0,1,1,3,2,1,2,0,0,1,0,0
222,Arranged,30,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,4,High,44,No,Yes,No,0,0,0,0,1,2,0,2,0,0,0,1,0
223,Arranged,33,Female,Graduate,Same,Hindu,No,Rural,No,Medium,No,5,Low,6,Yes,No,No,0,0,0,1,1,0,0,2,0,1,1,0,0
224,Arranged,37,Female,Postgraduate,Same,Others,No,Urban,No,Low,No,5,Middle,27,Yes,No,Yes,0,0,2,1,3,0,0,1,0,2,1,0,1
225,Love,20,Male,School,Different,Hindu,Yes,Urban,No,High,No,5,Low,14,Yes,Yes,Yes,1,1,3,0,1,2,0,0,0,1,1,1,1
226,Arranged,31,Female,Graduate,Same,Muslim,Yes,Rural,No,High,Yes,5,Middle,3,No,No,No,0,0,0,1,2,2,0,0,1,2,0,0,0
227,Arranged,32,Male,School,Same,Hindu,No,Urban,Yes,High,No,1,Low,30,Yes,No,No,0,1,3,1,1,0,2,0,0,1,1,0,0
228,Arranged,21,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Low,No,2,Middle,36,No,No,No,0,0,0,1,1,2,2,1,0,2,0,0,0
229,Arranged,31,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,High,No,2,Middle,4,Yes,No,Yes,0,0,2,0,1,2,2,0,0,2,1,0,1
230,Love,29,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,0,High,9,No,No,No,1,1,3,1,1,2,2,2,0,0,0,0,0
231,Arranged,35,Male,PhD,Same,Muslim,No,Urban,Yes,Medium,No,1,Middle,3,Yes,Yes,No,0,1,1,1,2,0,2,2,0,2,1,1,0
232,Arranged,38,Male,Graduate,Different,Hindu,Yes,Urban,Yes,High,No,3,Middle,38,No,No,No,0,1,0,0,1,2,2,0,0,2,0,0,0
233,Arranged,22,Female,PhD,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,17,No,No,Yes,0,0,1,1,1,2,0,2,0,2,0,0,1
234,Arranged,19,Male,School,Same,Hindu,No,Rural,No,Low,No,5,High,15,Yes,No,No,0,1,3,1,1,0,0,1,0,0,1,0,0
235,Arranged,20,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,2,Middle,14,Yes,Yes,No,0,0,0,1,1,2,0,1,0,2,1,1,0
236,Love,26,Male,Graduate,Same,Muslim,Partial,Rural,No,High,No,0,Middle,36,Yes,No,No,1,1,0,1,2,1,0,0,0,2,1,0,0
237,Arranged,33,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,Middle,48,Yes,No,No,0,1,0,1,1,2,2,2,0,2,1,0,0
238,Arranged,20,Female,Graduate,Same,Muslim,Partial,Rural,No,Medium,No,1,Middle,18,Yes,No,No,0,0,0,1,2,1,0,2,0,2,1,0,0
239,Love,23,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,Medium,No,1,Middle,9,Yes,Yes,No,1,0,2,0,1,2,2,2,0,2,1,1,0
240,Arranged,27,Male,School,Same,Hindu,Yes,Urban,No,Low,No,4,Middle,14,No,No,No,0,1,3,1,1,2,0,1,0,2,0,0,0
241,Love,37,Male,Graduate,Same,Muslim,Yes,Rural,Yes,Medium,No,4,Middle,9,Yes,Yes,No,1,1,0,1,2,2,2,2,0,2,1,1,0
242,Arranged,25,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,0,Low,16,No,No,No,0,1,0,0,1,2,2,2,0,1,0,0,0
243,Arranged,28,Male,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,Middle,18,Yes,No,No,0,1,2,1,1,2,1,2,0,2,1,0,0
244,Arranged,37,Male,School,Same,Muslim,Yes,Urban,No,Medium,No,2,Middle,24,No,Yes,Yes,0,1,3,1,2,2,0,2,0,2,0,1,1
245,Arranged,27,Female,School,Same,Hindu,Yes,Rural,No,Low,No,0,High,24,Yes,No,No,0,0,3,1,1,2,0,1,0,0,1,0,0
246,Arranged,33,Female,Graduate,Same,Hindu,Yes,Rural,No,High,Yes,2,Low,32,No,Yes,No,0,0,0,1,1,2,0,0,1,1,0,1,0
247,Love,38,Female,Postgraduate,Same,Hindu,Yes,Rural,Yes,Medium,Yes,1,High,25,Yes,No,No,1,0,2,1,1,2,2,2,1,0,1,0,0
248,Love,25,Male,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,0,Middle,37,No,No,No,1,1,0,1,1,2,2,2,0,2,0,0,0
249,Love,32,Male,Postgraduate,Different,Hindu,Partial,Urban,No,Low,No,2,Middle,2,No,No,No,1,1,2,0,1,1,0,1,0,2,0,0,0
250,Love,20,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,20,No,No,No,1,0,3,1,1,2,0,2,0,2,0,0,0
251,Arranged,37,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,16,No,Yes,Yes,0,1,0,1,1,2,0,2,0,2,0,1,1
252,Love,20,Female,PhD,Same,Hindu,Partial,Rural,Not Disclosed,Medium,No,5,Middle,26,Yes,No,No,1,0,1,1,1,1,1,2,0,2,1,0,0
253,Arranged,28,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,0,Middle,37,Yes,No,No,0,1,0,0,1,2,1,2,0,2,1,0,0
254,Arranged,32,Female,Graduate,Different,Muslim,Yes,Urban,Yes,High,No,4,Middle,33,Yes,No,Yes,0,0,0,0,2,2,2,0,0,2,1,0,1
255,Arranged,31,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,4,High,11,No,No,No,0,1,3,1,1,2,2,1,0,0,0,0,0
256,Arranged,27,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,4,Middle,16,No,No,No,0,1,2,1,1,1,0,2,0,2,0,0,0
257,Love,36,Female,Graduate,Different,Hindu,Yes,Rural,Yes,Low,No,5,Middle,2,Yes,No,Yes,1,0,0,0,1,2,2,1,0,2,1,0,1
258,Love,20,Male,Graduate,Same,Muslim,Yes,Rural,Yes,High,No,4,Low,7,No,No,No,1,1,0,1,2,2,2,0,0,1,0,0,0
259,Love,26,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,1,Middle,41,No,Yes,Yes,1,1,0,0,2,2,0,2,0,2,0,1,1
260,Love,28,Male,School,Same,Hindu,Yes,Rural,No,High,No,0,Middle,36,Yes,No,No,1,1,3,1,1,2,0,0,0,2,1,0,0
261,Arranged,28,Male,School,Same,Christian,No,Urban,No,High,No,1,Middle,2,Yes,No,No,0,1,3,1,0,0,0,0,0,2,1,0,0
262,Arranged,25,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,3,High,44,No,No,No,0,1,2,1,1,2,0,0,0,0,0,0,0
263,Arranged,32,Male,Postgraduate,Same,Christian,Yes,Urban,No,High,No,3,Middle,13,No,No,Yes,0,1,2,1,0,2,0,0,0,2,0,0,1
264,Love,34,Male,Graduate,Different,Others,Yes,Rural,Not Disclosed,High,No,5,Middle,33,Yes,Yes,Yes,1,1,0,0,3,2,1,0,0,2,1,1,1
265,Arranged,32,Female,Graduate,Same,Others,Yes,Rural,No,Medium,No,1,Middle,18,No,Yes,No,0,0,0,1,3,2,0,2,0,2,0,1,0
266,Love,33,Female,School,Different,Muslim,Yes,Urban,Not Disclosed,High,No,4,Low,48,Yes,No,No,1,0,3,0,2,2,1,0,0,1,1,0,0
267,Love,38,Male,Postgraduate,Same,Others,Yes,Rural,Yes,Medium,No,5,Low,6,No,Yes,No,1,1,2,1,3,2,2,2,0,1,0,1,0
268,Arranged,25,Female,PhD,Same,Christian,Yes,Rural,No,High,No,0,Middle,35,No,No,No,0,0,1,1,0,2,0,0,0,2,0,0,0
269,Arranged,26,Female,School,Same,Sikh,No,Rural,No,Medium,Yes,2,Middle,12,No,No,Yes,0,0,3,1,4,0,0,2,1,2,0,0,1
270,Arranged,39,Female,School,Different,Sikh,Partial,Urban,Not Disclosed,Medium,No,5,Low,11,Yes,No,No,0,0,3,0,4,1,1,2,0,1,1,0,0
271,Love,23,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Low,48,No,No,No,1,1,2,1,1,2,0,2,0,1,0,0,0
272,Arranged,38,Female,Graduate,Same,Others,Partial,Urban,Yes,High,No,3,Low,40,Yes,Yes,No,0,0,0,1,3,1,2,0,0,1,1,1,0
273,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,49,Yes,No,No,0,1,2,1,1,2,0,2,0,0,1,0,0
274,Love,36,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,36,Yes,Yes,No,1,0,2,1,1,2,0,2,0,2,1,1,0
275,Arranged,30,Female,School,Same,Others,Partial,Urban,No,High,No,5,Middle,10,No,No,No,0,0,3,1,3,1,0,0,0,2,0,0,0
276,Arranged,20,Male,School,Different,Hindu,Yes,Urban,Not Disclosed,Low,No,3,High,10,Yes,No,No,0,1,3,0,1,2,1,1,0,0,1,0,0
277,Arranged,29,Female,PhD,Same,Hindu,No,Rural,No,High,No,5,High,8,No,No,No,0,0,1,1,1,0,0,0,0,0,0,0,0
278,Arranged,39,Female,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,22,Yes,No,No,0,0,1,1,1,2,2,1,0,2,1,0,0
279,Love,26,Male,PhD,Same,Hindu,No,Rural,No,Medium,No,0,Middle,30,Yes,No,No,1,1,1,1,1,0,0,2,0,2,1,0,0
280,Arranged,20,Female,Graduate,Same,Hindu,No,Rural,No,Medium,Yes,2,Middle,30,Yes,No,No,0,0,0,1,1,0,0,2,1,2,1,0,0
281,Love,33,Female,Postgraduate,Different,Muslim,Partial,Rural,No,High,No,0,Middle,2,Yes,No,Yes,1,0,2,0,2,1,0,0,0,2,1,0,1
282,Love,34,Male,School,Different,Hindu,Yes,Urban,No,Low,No,5,Middle,27,Yes,No,No,1,1,3,0,1,2,0,1,0,2,1,0,0
283,Love,19,Male,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,1,Low,16,Yes,No,Yes,1,1,0,0,2,1,0,2,0,1,1,0,1
284,Love,21,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,High,8,Yes,No,No,1,1,2,1,1,2,2,2,0,0,1,0,0
285,Love,29,Male,Graduate,Same,Christian,Yes,Urban,No,High,Yes,4,Middle,34,Yes,No,No,1,1,0,1,0,2,0,0,1,2,1,0,0
286,Love,18,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,High,9,No,No,No,1,1,0,1,1,2,2,2,0,0,0,0,0
287,Love,35,Male,PhD,Different,Christian,No,Rural,Yes,Low,No,0,Middle,42,Yes,No,No,1,1,1,0,0,0,2,1,0,2,1,0,0
288,Love,28,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,2,Low,19,No,No,Yes,1,0,0,0,1,2,2,2,0,1,0,0,1
289,Arranged,23,Female,School,Same,Hindu,Yes,Urban,Yes,Low,No,0,Middle,45,No,No,No,0,0,3,1,1,2,2,1,0,2,0,0,0
290,Arranged,33,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,2,Low,8,Yes,Yes,No,0,0,0,1,2,2,0,2,0,1,1,1,0
291,Arranged,20,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,High,47,Yes,Yes,No,0,1,3,1,1,2,2,2,0,0,1,1,0
292,Arranged,36,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,No,2,Middle,37,Yes,Yes,Yes,0,1,0,1,1,1,0,1,0,2,1,1,1
293,Arranged,28,Female,PhD,Same,Hindu,Yes,Rural,No,Low,No,2,Low,48,No,Yes,No,0,0,1,1,1,2,0,1,0,1,0,1,0
294,Love,37,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,0,High,18,Yes,No,No,1,1,0,1,1,2,0,1,0,0,1,0,0
295,Love,33,Female,PhD,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,1,Low,49,No,No,No,1,0,1,1,1,2,1,2,0,1,0,0,0
296,Love,31,Female,School,Same,Hindu,Partial,Rural,Yes,Medium,No,0,High,13,Yes,Yes,Yes,1,0,3,1,1,1,2,2,0,0,1,1,1
297,Love,31,Male,PhD,Same,Muslim,Yes,Urban,No,Medium,No,4,Low,16,Yes,No,No,1,1,1,1,2,2,0,2,0,1,1,0,0
298,Arranged,30,Male,Graduate,Different,Hindu,No,Urban,Yes,Medium,Yes,5,Low,33,Yes,No,No,0,1,0,0,1,0,2,2,1,1,1,0,0
299,Arranged,36,Female,Postgraduate,Same,Christian,Partial,Rural,No,Medium,No,0,Middle,29,No,No,No,0,0,2,1,0,1,0,2,0,2,0,0,0
300,Love,30,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Middle,6,No,Yes,No,1,1,2,1,1,2,0,1,0,2,0,1,0
301,Love,23,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,4,Low,40,No,No,No,1,1,2,1,1,1,0,2,0,1,0,0,0
302,Arranged,38,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,1,Middle,1,No,Yes,No,0,0,3,1,1,2,0,2,0,2,0,1,0
303,Love,36,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,0,Middle,44,No,No,Yes,1,0,2,1,1,2,0,1,0,2,0,0,1
304,Love,29,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,3,Low,32,Yes,No,No,1,0,2,1,1,2,0,2,0,1,1,0,0
305,Love,35,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,1,High,1,Yes,No,No,1,0,3,1,1,2,1,2,0,0,1,0,0
306,Arranged,37,Male,PhD,Same,Muslim,Yes,Rural,No,Medium,No,1,Middle,32,No,No,No,0,1,1,1,2,2,0,2,0,2,0,0,0
307,Arranged,28,Male,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,3,Middle,21,No,No,No,0,1,2,1,2,2,2,0,0,2,0,0,0
308,Arranged,21,Male,PhD,Different,Muslim,Yes,Urban,No,Low,No,4,Middle,8,Yes,No,No,0,1,1,0,2,2,0,1,0,2,1,0,0
309,Love,37,Male,Graduate,Different,Hindu,Partial,Urban,No,High,No,0,High,40,No,No,No,1,1,0,0,1,1,0,0,0,0,0,0,0
310,Arranged,39,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,Yes,4,Middle,7,No,No,No,0,1,2,1,2,2,0,2,1,2,0,0,0
311,Love,25,Female,Graduate,Different,Hindu,Partial,Urban,Yes,Medium,No,3,Middle,3,No,No,Yes,1,0,0,0,1,1,2,2,0,2,0,0,1
312,Arranged,21,Male,Postgraduate,Same,Christian,No,Urban,No,Medium,No,2,Low,38,Yes,No,No,0,1,2,1,0,0,0,2,0,1,1,0,0
313,Arranged,18,Female,Postgraduate,Different,Hindu,Partial,Urban,No,High,No,3,High,26,No,No,Yes,0,0,2,0,1,1,0,0,0,0,0,0,1
314,Love,39,Male,Postgraduate,Same,Christian,Yes,Urban,Yes,High,No,2,High,19,Yes,No,No,1,1,2,1,0,2,2,0,0,0,1,0,0
315,Arranged,20,Female,PhD,Same,Hindu,Yes,Rural,No,Low,No,2,Low,32,Yes,No,No,0,0,1,1,1,2,0,1,0,1,1,0,0
316,Love,30,Male,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,0,Middle,41,Yes,Yes,Yes,1,1,2,1,1,1,0,2,0,2,1,1,1
317,Love,21,Male,Graduate,Same,Muslim,Yes,Urban,No,Low,No,1,Low,18,No,Yes,No,1,1,0,1,2,2,0,1,0,1,0,1,0
318,Love,21,Female,Graduate,Different,Muslim,No,Urban,No,Low,No,4,Low,39,No,No,No,1,0,0,0,2,0,0,1,0,1,0,0,0
319,Love,25,Female,School,Different,Hindu,No,Rural,Yes,High,No,3,Middle,31,Yes,Yes,Yes,1,0,3,0,1,0,2,0,0,2,1,1,1
320,Love,31,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,5,High,40,No,No,Yes,1,0,2,0,1,2,0,2,0,0,0,0,1
321,Love,37,Male,Postgraduate,Same,Hindu,Partial,Rural,No,Medium,No,4,Low,41,No,No,No,1,1,2,1,1,1,0,2,0,1,0,0,0
322,Love,32,Male,School,Different,Hindu,Yes,Rural,No,Medium,No,1,Middle,36,Yes,No,No,1,1,3,0,1,2,0,2,0,2,1,0,0
323,Arranged,19,Male,School,Same,Hindu,Partial,Urban,No,Medium,No,5,Low,34,No,No,Yes,0,1,3,1,1,1,0,2,0,1,0,0,1
324,Arranged,33,Female,School,Different,Sikh,Yes,Rural,Yes,Low,No,5,Low,21,Yes,Yes,No,0,0,3,0,4,2,2,1,0,1,1,1,0
325,Love,37,Female,PhD,Same,Hindu,Yes,Urban,Not Disclosed,High,No,2,Low,24,Yes,Yes,No,1,0,1,1,1,2,1,0,0,1,1,1,0
326,Love,18,Male,PhD,Same,Sikh,Yes,Rural,No,Low,No,4,Middle,1,Yes,No,No,1,1,1,1,4,2,0,1,0,2,1,0,0
327,Arranged,22,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,4,Low,41,Yes,Yes,No,0,0,2,1,1,2,0,1,0,1,1,1,0
328,Love,39,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,2,High,36,Yes,No,No,1,0,3,1,2,2,0,2,0,0,1,0,0
329,Arranged,34,Male,PhD,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,4,High,4,No,No,Yes,0,1,1,1,1,1,1,2,0,0,0,0,1
330,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,4,High,22,No,Yes,Yes,0,0,0,1,1,2,0,1,0,0,0,1,1
331,Love,22,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,46,No,Yes,Yes,1,1,3,1,1,2,0,2,0,2,0,1,1
332,Love,38,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,45,Yes,Yes,No,1,1,1,1,1,2,0,2,0,2,1,1,0
333,Love,26,Female,School,Same,Others,Yes,Rural,No,Low,No,3,High,2,Yes,No,Yes,1,0,3,1,3,2,0,1,0,0,1,0,1
334,Love,35,Female,Graduate,Different,Christian,Yes,Urban,No,Medium,No,1,Middle,14,No,No,No,1,0,0,0,0,2,0,2,0,2,0,0,0
335,Love,25,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,40,No,No,No,1,0,3,1,1,2,0,2,0,1,0,0,0
336,Arranged,39,Male,Graduate,Same,Hindu,No,Urban,Yes,Medium,No,2,Middle,1,Yes,No,No,0,1,0,1,1,0,2,2,0,2,1,0,0
